PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,quality,Id
2.48833775732632,-0.20358331799895618,0.7669665826950388,-1.4512587258164416,-0.9112340959904719,-0.27153568087100705,-0.6092518354072333,0.4481018473569915,6,3
-0.2562940321186915,0.09038996164655916,-2.170579239878302,-1.7447012054136755,-1.7755824706302643,-0.9678598406338478,1.1852017758333726,-0.13379821411328296,6,998
-0.6363274060606802,0.929178095539522,-1.5713701516192755,-1.641450862327328,-0.7922142691899429,0.04933518107807872,0.34142817820891624,-0.8254935923013856,6,1197
-1.3485062939606036,0.35170375095110157,-0.4924164437925642,-0.08198147461302042,0.042239365939423075,-0.2350892557944537,-0.7117362964789808,-0.24173291865583454,6,148
0.8857860940686122,0.2538208375139476,-1.5878938767829833,-0.9047223883339635,-1.8505092879313016,-0.9503531519349402,0.508159938137583,0.6186637360912561,5,485
0.9290850019929442,1.3152024715056712,0.024328874864369254,-1.7501811785987222,-1.2766160596788338,0.658912058386266,-0.2632367633056416,0.18622184863308885,6,989
1.0939960914539488,-1.00310485546354,2.651106682460919,2.9544167950080493,1.8662008904075498,-2.076586537189681,1.037620531646839,-2.01526787224997,5,1289
-1.6351925670912544,-0.1437717616695848,-0.49854841681295525,0.022204273346871268,1.2214516963765383,-0.6484562310210212,-0.6042022405093694,0.8357910929050435,5,848
2.92230929189635,0.9926842765667994,-0.633089995553154,-0.6441734846004982,0.6155522382540412,-1.2046654320083652,-0.5850363531988748,-0.048294348170910696,5,1416
0.7413661239642279,-0.5742853576657381,-1.3549661467747738,-0.1940064132580583,0.32382937968908454,0.018595641179910076,-0.476367019203112,-0.38095149398729994,6,628
5.140991117326004,-1.0747051432549288,-0.7443195664115941,3.5148285987759222,-1.2338073922234805,-1.2716669701985228,0.060316763980214155,-0.5734365910599027,7,364
0.22826771639652074,2.4827272594609306,0.03677362526074233,-0.40013922857630657,-0.42139100080056696,-0.36362714904271115,-0.5087414479754411,-0.23320007609046894,7,952
-0.07801663157879081,-0.7636447858599941,-0.5322924133526198,-0.5480144737845712,0.8968930843845998,-1.0558227551302768,-0.8141699390164665,0.38309786565509135,6,500
-4.600822170661104,-0.7402934619093442,2.0835726442049407,0.7642922348630449,-0.2620029789314036,-0.25564012100400696,1.2533388891375183,1.8828544170521142,5,553
