fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.1492537313432836,0.0989399293286219,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397
0.2831858407079646,0.5205479452054794,0.0,0.11643835616438356,0.14357262103505844,0.3582089552238806,0.215547703180212,0.4941262848751933,0.3622047244094486,0.2095808383233533,0.2153846153846155
0.2831858407079646,0.4383561643835616,0.04,0.0958904109589041,0.1335559265442404,0.20895522388059704,0.16961130742049468,0.5088105726872243,0.4094488188976375,0.1916167664670659,0.2153846153846155
0.5840707964601769,0.10958904109589043,0.56,0.0684931506849315,0.10517529215358931,0.23880597014925375,0.19081272084805656,0.5822320117474362,0.3307086614173227,0.1497005988023952,0.2153846153846155
0.24778761061946908,0.39726027397260266,0.0,0.0684931506849315,0.10684474123539231,0.1492537313432836,0.0989399293286219,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397
0.24778761061946908,0.3698630136986301,0.0,0.06164383561643835,0.10517529215358931,0.17910447761194032,0.12014134275618375,0.567547723935391,0.606299212598425,0.13772455089820365,0.15384615384615397
0.2920353982300885,0.3287671232876712,0.06,0.04794520547945205,0.0951585976627713,0.20895522388059704,0.1872791519434629,0.4647577092511028,0.44094488188976344,0.07784431137724554,0.15384615384615397
0.23893805309734517,0.363013698630137,0.0,0.02054794520547945,0.08848080133555926,0.20895522388059704,0.053003533568904596,0.3325991189427384,0.5118110236220472,0.08383233532934128,0.24615384615384617
0.2831858407079646,0.3150684931506849,0.02,0.07534246575342465,0.10183639398998329,0.11940298507462686,0.04240282685512367,0.4941262848751933,0.48818897637795233,0.1437125748502994,0.1692307692307693
0.18584070796460184,0.3150684931506849,0.08,0.06164383561643835,0.14190317195325527,0.20895522388059704,0.20848056537102472,0.42804698972099686,0.4251968503937005,0.125748502994012,0.12307692307692308
0.08849557522123891,0.3390410958904109,0.0,0.04794520547945205,0.12854757929883137,0.22388059701492538,0.1872791519434629,0.31057268722466347,0.6614173228346458,0.1137724550898204,0.23076923076923084
0.2831858407079646,0.33561643835616434,0.29,0.04794520547945205,0.17028380634390652,0.11940298507462686,0.0812720848056537,0.5381791483113005,0.4094488188976375,0.7365269461077846,0.10769230769230775
0.34513274336283184,0.10958904109589043,0.56,0.06164383561643835,0.1335559265442404,0.5074626865671641,0.34275618374558303,0.5014684287812088,0.44094488188976344,0.25149700598802394,0.32307692307692304
0.2920353982300885,0.136986301369863,0.51,0.06164383561643835,0.5492487479131887,0.23880597014925375,0.17667844522968196,0.5014684287812088,0.23622047244094446,0.4491017964071857,0.12307692307692308
0.2654867256637168,0.18493150684931509,0.31,0.0958904109589041,0.11686143572621019,0.3283582089552239,0.2296819787985866,0.5969162995594672,0.6141732283464565,0.1916167664670659,0.19999999999999996
0.2920353982300885,0.21232876712328763,0.21,0.04794520547945205,0.15692821368948245,0.13432835820895522,0.10954063604240281,0.47944199706314805,0.3385826771653542,0.34730538922155696,0.1692307692307693
0.34513274336283184,0.25342465753424653,0.11,0.0958904109589041,0.12020033388981635,0.11940298507462686,0.215547703180212,0.4941262848751933,0.3385826771653542,0.1197604790419162,0.15384615384615397
0.20353982300884965,0.1917808219178082,0.14,0.10273972602739725,0.12186978297161938,0.2985074626865672,0.12014134275618375,0.4941262848751933,0.5433070866141732,0.17964071856287425,0.19999999999999996
0.1504424778761062,0.18493150684931509,0.16,0.03424657534246575,0.11352253756260433,0.1492537313432836,0.06007067137809187,0.3986784140969206,0.47244094488188937,0.13772455089820365,0.13846153846153864
0.2654867256637168,0.19863013698630133,0.24,0.06164383561643835,0.11352253756260433,0.04477611940298507,0.0176678445229682,0.4500734214390576,0.4251968503937005,0.155688622754491,0.1692307692307693
0.22123893805309736,0.40410958904109584,0.0,0.0684931506849315,0.11352253756260433,0.19402985074626866,0.10247349823321555,0.5234948604992695,0.5748031496062991,0.1317365269461078,0.15384615384615397
0.2831858407079646,0.3595890410958904,0.0,0.07534246575342465,0.11686143572621019,0.1044776119402985,0.0353356890459364,0.4647577092511028,0.5039370078740153,0.155688622754491,0.2153846153846155
0.18584070796460184,0.3801369863013699,0.07,0.10273972602739725,0.12854757929883137,0.23880597014925375,0.26855123674911663,0.42070484581498135,0.4803149606299213,0.125748502994012,0.2615384615384615
0.32743362831858414,0.3664383561643836,0.12,0.0958904109589041,0.11853088480801335,0.20895522388059704,0.37809187279151946,0.47944199706314805,0.3385826771653542,0.1976047904191617,0.2153846153846155
0.05309734513274339,0.136986301369863,0.25,0.06164383561643835,0.15191986644407343,0.17910447761194032,0.15547703180212014,0.41336270190896585,0.5039370078740153,0.1317365269461078,0.12307692307692308
0.2831858407079646,0.3595890410958904,0.0,0.31506849315068486,0.12353923205342235,0.059701492537313425,0.04240282685512367,0.6262848751835577,0.5196850393700787,0.1317365269461078,0.18461538461538463
0.2831858407079646,0.3287671232876712,0.14,0.10273972602739725,0.12353923205342235,0.029850746268656712,0.03180212014134276,0.5455212922173303,0.5354330708661417,0.1616766467065868,0.36923076923076925
0.3097345132743363,0.1780821917808219,0.28,0.0821917808219178,0.09015025041736227,0.17910447761194032,0.08480565371024736,0.4941262848751933,0.38582677165354307,0.2395209580838323,0.19999999999999996
0.23893805309734517,0.226027397260274,0.36,0.34246575342465757,0.1035058430717863,0.16417910447761194,0.28621908127208484,0.567547723935391,0.46456692913385833,0.29940119760479045,0.32307692307692304
0.3716814159292037,0.33561643835616434,0.3,0.13013698630136986,0.12687813021702837,0.23880597014925375,0.1413427561837456,0.55286343612336,0.4094488188976375,0.10778443113772454,0.13846153846153864
0.256637168141593,0.25342465753424653,0.2,0.11643835616438356,0.5342237061769616,0.1044776119402985,0.028268551236749116,0.4941262848751933,0.3700787401574801,0.3413173652694611,0.32307692307692304
0.3097345132743363,0.3698630136986301,0.22,0.08904109589041095,0.0951585976627713,0.11940298507462686,0.06007067137809187,0.4941262848751933,0.44094488188976344,0.5209580838323353,0.2923076923076924
0.0,0.273972602739726,0.15,0.0821917808219178,0.07011686143572621,0.1044776119402985,0.20848056537102472,0.24449339207048126,0.9133858267716533,0.13772455089820365,0.723076923076923
0.2743362831858408,0.5582191780821918,0.43,0.08904109589041095,0.17028380634390652,0.31343283582089554,0.38162544169611307,0.5088105726872243,0.40157480314960603,0.2395209580838323,0.12307692307692308
0.3716814159292037,0.3698630136986301,0.26,0.0547945205479452,0.1035058430717863,0.04477611940298507,0.06007067137809187,0.516152716593254,0.3228346456692912,0.24550898203592816,0.12307692307692308
0.17699115044247782,0.273972602739726,0.04,0.08904109589041095,0.0951585976627713,0.1044776119402985,0.03180212014134276,0.40602055800295034,0.5196850393700787,0.17964071856287425,0.15384615384615397
0.17699115044247782,0.2602739726027397,0.04,0.0821917808219178,0.09348914858096828,0.07462686567164178,0.028268551236749116,0.3986784140969206,0.5118110236220472,0.18562874251497005,0.15384615384615397
0.35398230088495575,0.1780821917808219,0.36,0.14383561643835616,0.11519198664440736,0.4328358208955224,0.3992932862190813,0.5088105726872243,0.3622047244094486,0.13772455089820365,0.15384615384615397
0.2654867256637168,0.2671232876712329,0.15,0.13013698630136986,0.16360601001669448,0.47761194029850745,0.23674911660777387,0.3986784140969206,0.3385826771653542,0.17964071856287425,0.2769230769230768
0.49557522123893805,0.2054794520547945,0.57,0.17123287671232876,0.09682804674457429,0.04477611940298507,0.014134275618374562,0.516152716593254,0.23622047244094446,0.17964071856287425,0.18461538461538463
0.2831858407079646,0.32191780821917804,0.18,0.0958904109589041,0.10684474123539231,0.23880597014925375,0.16961130742049468,0.5455212922173303,0.5433070866141732,0.155688622754491,0.24615384615384617
0.23893805309734517,0.18493150684931509,0.31,0.10273972602739725,0.1035058430717863,0.11940298507462686,0.1413427561837456,0.4500734214390576,0.5275590551181102,0.125748502994012,0.15384615384615397
0.3716814159292037,0.1917808219178082,0.4,0.08904109589041095,0.11185308848080133,0.26865671641791045,0.1625441696113074,0.5822320117474362,0.5511811023622046,0.18562874251497005,0.12307692307692308
0.2743362831858408,0.39041095890410954,0.49,0.06164383561643835,0.17195325542570952,0.2835820895522388,0.3745583038869258,0.4941262848751933,0.3700787401574801,0.2275449101796407,0.13846153846153864
0.21238938053097345,0.4212328767123288,0.05,0.07534246575342465,0.11519198664440736,0.17910447761194032,0.16961130742049468,0.47944199706314805,0.5118110236220472,0.1437125748502994,0.2153846153846155
0.23008849557522126,0.41438356164383555,0.05,0.2568493150684932,0.12353923205342235,0.04477611940298507,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.3846153846153846
0.23008849557522126,0.41438356164383555,0.05,0.2568493150684932,0.12353923205342235,0.04477611940298507,0.0176678445229682,0.4500734214390576,0.5275590551181102,0.035928143712574856,0.3846153846153846
0.17699115044247782,0.40068493150684925,0.07,0.04794520547945205,0.10684474123539231,0.07462686567164178,0.03180212014134276,0.4500734214390576,0.5511811023622046,0.1497005988023952,0.3538461538461537
0.3008849557522124,0.40068493150684925,0.05,0.0684931506849315,0.1035058430717863,0.1044776119402985,0.04593639575971732,0.4500734214390576,0.47244094488188937,0.37125748502994016,0.32307692307692304
0.2743362831858408,0.39041095890410954,0.22,0.0684931506849315,0.12020033388981635,0.2537313432835821,0.31095406360424027,0.4427312775330421,0.44881889763779537,0.08982035928143708,0.1692307692307693
0.32743362831858414,0.3801369863013699,0.26,0.0821917808219178,0.12020033388981635,0.1492537313432836,0.13074204946996465,0.55286343612336,0.44881889763779537,0.1197604790419162,0.12307692307692308
0.3716814159292037,0.19863013698630133,0.64,0.08904109589041095,0.1352253756260434,0.11940298507462686,0.12720848056537104,0.6262848751835577,0.6299212598425195,0.1976047904191617,0.32307692307692304
0.19469026548672563,0.45547945205479456,0.0,0.10273972602739725,0.15358931552587646,0.19402985074626866,0.08480565371024736,0.47944199706314805,0.6141732283464565,0.1317365269461078,0.3538461538461537
0.18584070796460184,0.43150684931506844,0.12,0.07534246575342465,0.12353923205342235,0.16417910447761194,0.26148409893992935,0.42070484581498135,0.5039370078740153,0.1137724550898204,0.2615384615384615
0.32743362831858414,0.3458904109589041,0.2,0.0410958904109589,0.11352253756260433,0.3880597014925373,0.3992932862190813,0.5234948604992695,0.3307086614173227,0.47305389221556904,0.10769230769230775
0.1415929203539823,0.226027397260274,0.2,0.04794520547945205,0.0951585976627713,0.029850746268656712,0.03180212014134276,0.42070484581498135,0.5275590551181102,0.13772455089820365,0.12307692307692308
0.24778761061946908,0.2602739726027397,0.47,0.07534246575342465,0.12353923205342235,0.2985074626865672,0.23674911660777387,0.5088105726872243,0.48818897637795233,0.1437125748502994,0.10769230769230775
0.1504424778761062,0.1232876712328767,0.48,0.06164383561643835,0.0951585976627713,0.2537313432835821,0.19434628975265017,0.42804698972099686,0.5511811023622046,0.2694610778443114,0.2923076923076924
0.20353982300884965,0.2945205479452055,0.15,0.08904109589041095,0.10684474123539231,0.26865671641791045,0.12014134275618375,0.4427312775330421,0.5275590551181102,0.155688622754491,0.2615384615384615
0.35398230088495575,0.25342465753424653,0.28,0.0684931506849315,0.16360601001669448,0.2835820895522388,0.45936395759717313,0.5234948604992695,0.14960629921259816,0.9700598802395209,0.23076923076923084
